"DK_DM,""JENIS_TRANSAKSI"",""JENIS_DOKUMEN"",""KD_JNS_TRANSAKSI"",""FG_PENGGANTI"",""NOMOR_DOK_LAIN_GANTI"",""NOMOR_DOK_LAIN"",""TANGGAL_DOK_LAIN"",""MASA_PAJAK"",""TAHUN_PAJAK"",""NPWP"",""NAMA"",""ALAMAT_LENGKAP"",""JUMLAH_DPP"",""JUMLAH_PPN"",""JUMLAH_PPNBM"",""KETERANGAN"",""FAPR"",""TGL_APPROVAL"""
"DM,""2"",""5"",""01"",""0"","""",""CBN0006185/0721"",""01/07/2021"",""7"",""2021"",""017398686073000"",""PT CYBERINDO ADITAMA"",,""430000"",""43000"",""0"","""","""""
