"FM","KD_JENIS_TRANSAKSI","FG_PENGGANTI","NOMOR_FAKTUR","MASA_PAJAK","TAHUN_PAJAK","TANGGAL_FAKTUR","NPWP","NAMA","ALAMAT_LENGKAP","JUMLAH_DPP","JUMLAH_PPN","JUMLAH_PPNBM","IS_CREDITABLE"
"FM","01","0","0012039319596","1","2020","30/01/2020","013180328037000","PT ANEKA BARANG",,"4860000","486000","0","1"
"FM","01","0","0032017839380","1","2020","17/01/2020","027915818044000","PT CAKRA ANUGERAH PERKASA",,"3875000","387500","0","1"
"FM","01","0","0032017839344","1","2020","15/01/2020","027915818044000","PT CAKRA ANUGERAH PERKASA",,"3875000","387500","0","1"
"FM","01","0","0032035687605","1","2020","15/01/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"3290400","329040","0","1"
"FM","01","0","0032035687648","1","2020","16/01/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"4320000","432000","0","1"
"FM","01","0","0012021718800","1","2020","23/01/2020","026710558034000","PT BINAR BESTARI BUANA",,"6223000","622300","0","1"
"FM","01","0","0032000932691","1","2020","11/01/2020","017745001415000","PT INDAHVARIA EKASELARAS",,"4053500","405350","0","1"
"FM","01","0","0032000932773","1","2020","21/01/2020","017745001415000","PT INDAHVARIA EKASELARAS",,"17135250","1713525","0","1"
"FM","01","0","0022023958938","1","2020","20/01/2020","013140827032000","CV SUMBER MAKMUR",,"2130000","213000","0","1"
"FM","01","0","0012039319591","1","2020","24/01/2020","013180328037000","PT ANEKA BARANG",,"1120000","112000","0","1"
"FM","01","0","0012021718791","1","2020","21/01/2020","026710558034000","PT BINAR BESTARI BUANA",,"4550000","455000","0","1"
"FM","01","0","0032011347951","1","2020","21/01/2020","018200469026000","PT MEGAH PITA INDONESIA",,"4576000","457600","0","1"
"FM","01","0","0032035687538","1","2020","14/01/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"17090909","1709091","0","1"
"FM","01","0","0032035687514","1","2020","14/01/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"12960000","1296000","0","1"
"FM","01","0","0032035687343","1","2020","09/01/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"113636","11364","0","1"
"FM","01","0","0032035687308","1","2020","09/01/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"17509091","1750909","0","1"
"FM","01","0","0032035697197","1","2020","06/01/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"2048297","204829","0","1"
"FM","01","0","0032035687178","1","2020","06/01/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"4062597","406261","0","1"
"FM","01","0","0002030140706","1","2020","07/01/2020","027513241039000","PT DIGITAL PRIMA IMAGING",,"525000","52500","0","1"
"FM","01","0","0002019447870","1","2020","13/01/2020","027962547062000","PT MULTI VISCOMINDO",,"4095000","409500","0","1"
"FM","01","0","0022007939693","1","2020","14/01/2020","012803334441000","PT SAN CENTRAL INDAH",,"9336000","933600","0","1"
"FM","01","0","0012021718776","1","2020","18/01/2020","026710558034000","PT BINAR BESTARI BUANA",,"4680000","468000","0","1"
"FM","01","0","0032000724770","1","2020","02/01/2020","031652027026000","PT ANUGRAH KARUNIA PERKASA ABADI",,"1100000","110000","0","1"
"FM","01","0","0012021718721","1","2020","04/01/2020","026710558034000","PT BINAR BESTARI BUANA",,"11700000","1170000","0","1"
"FM","01","0","0002019447515","1","2020","03/01/2020","027962547062000","PT MULTI VISCOMINDO",,"1620700","162070","0","1"
"FM","01","0","0022073845049","1","2020","03/01/2020","014681381651000","PT OXYPLAST INDONESIA",,"4350000","435000","0","1"
"FM","01","0","0032027965796","1","2020","10/01/2020","010709970414000","PT THREE ROYAL LIONS INDUSTRIAL",,"9993456","999345","0","1"
"FM","01","0","0032070567293","1","2020","06/01/2020","066254723033000","FERGUS WINATA / BINTANG ABADI",,"57618182","5761818","0","1"
"FM","01","0","0032035687073","1","2020","03/01/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"43772727","4377273","0","1"
"FM","01","0","0032035687076","1","2020","03/01/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"43772727","4377273","0","1"
"FM","01","0","0032035687074","1","2020","03/01/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"2159091","215909","0","1"
"FM","01","0","0032035687079","1","2020","03/01/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"2334545","233455","0","1"
"FM","01","0","0002019447686","1","2020","08/01/2020","027962547062000","PT MULTI VISCOMINDO",,"6142500","614250","0","1"
"FM","01","0","0002030140775","1","2020","09/01/2020","027513241039000","PT DIGITAL PRIMA IMAGING",,"2520000","252000","0","1"
"FM","01","0","0022015907638","1","2020","09/01/2020","018242768052000","PT AKZONOBEL WOOD FINISHES AND ADHESIVES  INDONESIA",,"13000000","1300000","0","1"
"FM","01","0","0012021718752","1","2020","13/01/2020","026710558034000","PT BINAR BESTARI BUANA",,"7800000","780000","0","1"
"FM","01","0","0012074725615","1","2020","09/01/2020","210914230432000","PT TUNAS CITRA PANDAWA",,"91618182","9161818","0","1"
"FM","01","0","0032095057572","1","2020","11/01/2020","313303505033000","PT PACIFIC JAYAMANDIRI",,"1472727","147273","0","1"
"FM","01","0","0032033691979","1","2020","10/01/2020","022885974451000","PT KARYA MANDIRI GUNA",,"9000000","900000","0","1"
"FM","01","0","0032079929804","1","2020","07/01/2020","032779969063000","PT   CYBERINDO PRIMATAMA",,"235000","23500","0","1"
"FM","01","0","0012033578711","2","2020","07/02/2020","010706570092000","PT COCA  COLA DISTRIBUTION INDONESIA",,"909091","90909","0","1"
"FM","01","0","0032070567324","2","2020","17/02/2020","066254723033000","FERGUS WINATA / BINTANG ABADI",,"17160454","1716046","0","1"
"FM","01","0","0042020981168","2","2020","07/02/2020","027915818044000","PT CAKRA ANUGERAH PERKASA",,"1380000","138000","0","1"
"FM","01","0","0032035688493","2","2020","04/02/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"3290400","329040","0","1"
"FM","01","0","0012021718889","2","2020","15/02/2020","026710558034000","PT BINAR BESTARI BUANA",,"7280000","728000","0","1"
"FM","01","0","0032035688494","2","2020","04/02/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"2015369","201536","0","1"
"FM","01","0","0032070567319","2","2020","08/02/2020","066254723033000","FERGUS WINATA / BINTANG ABADI",,"6859091","685909","0","1"
"FM","01","0","0032070567318","2","2020","13/02/2020","066254723033000","FERGUS WINATA / BINTANG ABADI",,"2209091","220909","0","1"
"FM","01","0","0032070567317","2","2020","12/02/2020","066254723033000","FERGUS WINATA / BINTANG ABADI",,"481818","48182","0","1"
"FM","01","1","0032070567316","2","2020","10/02/2020","066254723033000","FERGUS WINATA / BINTANG ABADI",,"10463637","1046363","0","1"
"FM","01","0","0012039319608","2","2020","13/02/2020","013180328037000","PT ANEKA BARANG",,"4590000","459000","0","1"
"FM","01","0","0042023064660","2","2020","08/02/2020","013089883007000","PT LAUTAN BERLIAN UTAMA MOTOR",,"2808090","280809","0","1"
"FM","01","0","0032066136621","2","2020","04/02/2020","013034558073000","PT WARGA DJAJA",,"1117380","111738","0","1"
"FM","01","0","0032000724948","2","2020","03/02/2020","031652027026000","PT ANUGRAH KARUNIA PERKASA ABADI",,"1100000","110000","0","1"
"FM","01","0","0032066136939","2","2020","11/02/2020","013034558073000","PT WARGA DJAJA",,"1117380","111738","0","1"
"FM","01","0","0032066136890","2","2020","07/02/2020","013034558073000","PT WARGA DJAJA",,"17133160","1713316","0","1"
"FM","01","0","0032000079551","2","2020","04/02/2020","020934360451000","PT KURNIA SAKTI",,"14925000","1492500","0","1"
"FM","01","0","0022095617915","2","2020","20/02/2020","023870306085000","PT INDO KREASI",,"15000000","1500000","0","1"
"FM","01","0","0032080560635","2","2020","21/02/2020","916727134034000","CV SUNPACK SEJAHTERA ABADI",,"4560000","456000","0","1"
"FM","01","0","0002019449353","2","2020","22/02/2020","027962547062000","PT MULTI VISCOMINDO",,"4650000","465000","0","1"
"FM","01","0","0002019449216","2","2020","19/02/2020","027962547062000","PT MULTI VISCOMINDO",,"49325250","4932525","0","1"
"FM","01","0","0002019449178","2","2020","18/02/2020","027962547062000","PT MULTI VISCOMINDO",,"4158000","415800","0","1"
"FM","01","0","0032079930103","2","2020","01/02/2020","032779969063000","PT   CYBERINDO PRIMATAMA",,"235000","23500","0","1"
"FM","01","0","0032070567329","2","2020","20/02/2020","066254723033000","FERGUS WINATA / BINTANG ABADI",,"2841363","284137","0","1"
"FM","01","0","0012021718925","2","2020","26/02/2020","026710558034000","PT BINAR BESTARI BUANA",,"9334500","933450","0","1"
"FM","01","0","0022007940925","2","2020","25/02/2020","012803334441000","PT SAN CENTRAL INDAH",,"5330000","533000","0","1"
"FM","01","0","0022007940863","2","2020","24/02/2020","012803334441000","PT SAN CENTRAL INDAH",,"5200000","520000","0","1"
"FM","01","0","0032063631886","2","2020","28/02/2020","026289280451000","PT GRAHA MITRA SEJATI",,"6626988","662698","0","1"
"FM","01","0","0032063631885","2","2020","28/02/2020","026289280451000","PT GRAHA MITRA SEJATI",,"3233729","323372","0","1"
"FM","01","0","0032035688364","2","2020","31/01/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"105054545","10505455","0","1"
"FM","01","0","0032035689311","2","2020","18/02/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"2017133","201713","0","1"
"FM","01","0","0032035689299","2","2020","19/02/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"2160000","216000","0","1"
"FM","01","0","0032035688927","2","2020","12/02/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"2023013","202301","0","1"
"FM","01","0","0032035688926","2","2020","12/02/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"489927","48993","0","1"
"FM","01","0","0032095057707","2","2020","21/02/2020","313303505033000","PT PACIFIC JAYAMANDIRI",,"29864545","2986455","0","1"
"FM","01","0","0032070567327","2","2020","19/02/2020","066254723033000","FERGUS WINATA / BINTANG ABADI",,"15419092","1541908","0","1"
"FM","01","0","0032021988116","2","2020","13/02/2020","023629926402000","CV BAYU UTAMA",,"1890000","189000","0","1"
"FM","01","0","0002030142937","2","2020","27/02/2020","027513241039000","PT DIGITAL PRIMA IMAGING",,"5040000","504000","0","1"
"FM","01","0","0002019449431","2","2020","25/02/2020","027962547062000","PT MULTI VISCOMINDO",,"8882250","888225","0","1"
"FM","01","0","0002019449413","2","2020","25/02/2020","027962547062000","PT MULTI VISCOMINDO",,"13860000","1386000","0","1"
"FM","01","0","0002019449412","2","2020","25/02/2020","027962547062000","PT MULTI VISCOMINDO",,"20790000","2079000","0","1"
"FM","01","0","0032037996671","2","2020","21/02/2020","019603844034000","PT GALA PERDANA AGUNG",,"3022200","302220","0","1"
"FM","01","0","0032000933111","2","2020","29/02/2020","017745001415000","PT INDAHVARIA EKASELARAS",,"27637500","2763750","0","1"
"FM","01","0","0022095617976","2","2020","28/02/2020","023870306085000","PT INDO KREASI",,"35700000","3570000","0","1"
"FM","01","0","0012021718939","2","2020","28/02/2020","026710558034000","PT BINAR BESTARI BUANA",,"3724000","372400","0","1"
"FM","01","0","0032070567332","2","2020","26/02/2020","066254723033000","FERGUS WINATA / BINTANG ABADI",,"1800000","180000","0","1"
"FM","01","0","0032001910397","2","2020","20/02/2020","013041108073000","PT ANEKA WARNA INDAH",,"454545455","45454546","0","1"
"FM","01","0","0022056362230","2","2020","28/02/2020","010029098007000","PT BAJA PUTIH",,"481000","48100","0","1"
"FM","01","0","0002030143055","2","2020","28/02/2020","027513241039000","PT DIGITAL PRIMA IMAGING",,"2265000","226500","0","1"
"FM","01","0","0032035689651","2","2020","26/02/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"5252727","525273","0","1"
"FM","01","0","0032035689887","2","2020","29/02/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"2091221","209122","0","1"
"FM","01","0","0032035689886","2","2020","29/02/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"3414240","341424","0","1"
"FM","01","0","0032035689790","2","2020","28/02/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"2310000","231000","0","1"
"FM","01","0","0022073845696","2","2020","27/02/2020","014681381651000","PT OXYPLAST INDONESIA",,"4350000","435000","0","1"
"FM","01","0","0002019449581","2","2020","29/02/2020","027962547062000","PT MULTI VISCOMINDO",,"6930000","693000","0","1"
"FM","01","0","0002019449582","2","2020","29/02/2020","027962547062000","PT MULTI VISCOMINDO",,"19057500","1905750","0","1"
"FM","01","1","0032070567316","2","2020","10/02/2020","066254723033000","FERGUS WINATA / BINTANG ABADI","","10463637","1046363","0","1"
"FM","01","0","0032000725123","3","2020","02/03/2020","031652027026000","PT ANUGRAH KARUNIA PERKASA ABADI",,"1100000","110000","0","1"
"FM","01","0","0032059942261","3","2020","05/03/2020","853049849004000","PT LASINDO INTI MANDIRI",,"2225000","222500","0","1"
"FM","01","0","0012074725871","3","2020","02/03/2020","210914230432000","PT TUNAS CITRA PANDAWA",,"57069091","5706909","0","1"
"FM","01","0","0012074725870","3","2020","02/03/2020","210914230432000","PT TUNAS CITRA PANDAWA",,"116150455","11615045","0","1"
"FM","01","0","0022095618014","3","2020","04/03/2020","023870306085000","PT INDO KREASI",,"26520000","2652000","0","1"
"FM","01","0","0012021718957","3","2020","04/03/2020","026710558034000","PT BINAR BESTARI BUANA",,"3111500","311150","0","1"
"FM","01","0","0012021718955","3","2020","04/03/2020","026710558034000","PT BINAR BESTARI BUANA",,"28800000","2880000","0","1"
"FM","01","0","0012021718945","3","2020","02/03/2020","026710558034000","PT BINAR BESTARI BUANA",,"8640000","864000","0","1"
"FM","01","0","0032063631898","3","2020","07/03/2020","026289280451000","PT GRAHA MITRA SEJATI",,"6212726","621272","0","1"
"FM","01","0","0032063631897","3","2020","07/03/2020","026289280451000","PT GRAHA MITRA SEJATI",,"516727","51672","0","1"
"FM","01","0","0032059942267","3","2020","07/03/2020","853049849004000","PT LASINDO INTI MANDIRI",,"1000000","100000","0","1"
"FM","01","0","0032070567337","3","2020","02/03/2020","066254723033000","FERGUS WINATA / BINTANG ABADI",,"17310909","1731091","0","1"
"FM","01","0","0012021718966","3","2020","06/03/2020","026710558034000","PT BINAR BESTARI BUANA",,"28800000","2880000","0","1"
"FM","01","0","0012039319638","3","2020","09/03/2020","013180328037000","PT ANEKA BARANG",,"1850000","185000","0","1"
"FM","01","0","0002030143291","3","2020","05/03/2020","027513241039000","PT DIGITAL PRIMA IMAGING",,"15750000","1575000","0","1"
"FM","01","0","0002030143158","3","2020","02/03/2020","027513241039000","PT DIGITAL PRIMA IMAGING",,"6930000","693000","0","1"
"FM","01","0","0032037997355","3","2020","06/03/2020","019603844034000","PT GALA PERDANA AGUNG",,"3022200","302220","0","1"
"FM","01","0","0032035689903","3","2020","02/03/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"67509090","6750909","0","1"
"FM","01","0","0022073845807","3","2020","10/03/2020","014681381651000","PT OXYPLAST INDONESIA",,"4350000","435000","0","1"
"FM","01","0","0032059942295","3","2020","18/03/2020","853049849004000","PT LASINDO INTI MANDIRI",,"1500000","150000","0","1"
"FM","01","0","0032035690410","3","2020","11/03/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"2136364","213636","0","1"
"FM","01","0","0032035690286","3","2020","09/03/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"29054545","2905455","0","1"
"FM","01","0","0032035690171","3","2020","06/03/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"4212000","421200","0","1"
"FM","01","0","0032035690026","3","2020","04/03/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"510860","51086","0","1"
"FM","01","0","0032035689959","3","2020","03/03/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"6836364","683636","0","1"
"FM","01","0","0002030143440","3","2020","09/03/2020","027513241039000","PT DIGITAL PRIMA IMAGING",,"577500","57750","0","1"
"FM","01","0","0012021718997","3","2020","13/03/2020","026710558034000","PT BINAR BESTARI BUANA",,"28800000","2880000","0","1"
"FM","01","0","0002019450066","3","2020","12/03/2020","027962547062000","PT MULTI VISCOMINDO",,"18711000","1871100","0","1"
"FM","01","0","0002019450052","3","2020","12/03/2020","027962547062000","PT MULTI VISCOMINDO",,"2612650","261265","0","1"
"FM","01","0","0002019450031","3","2020","11/03/2020","027962547062000","PT MULTI VISCOMINDO",,"6096000","609600","0","1"
"FM","01","0","0002019449941","3","2020","09/03/2020","027962547062000","PT MULTI VISCOMINDO",,"6096000","609600","0","1"
"FM","01","0","0002019449816","3","2020","05/03/2020","027962547062000","PT MULTI VISCOMINDO",,"3048000","304800","0","1"
"FM","01","0","0002019449822","3","2020","06/03/2020","027962547062000","PT MULTI VISCOMINDO",,"4095000","409500","0","1"
"FM","01","0","0012039319642","3","2020","12/03/2020","013180328037000","PT ANEKA BARANG",,"1685000","168500","0","1"
"FM","01","0","0032001911067","3","2020","09/03/2020","013041108073000","PT ANEKA WARNA INDAH",,"9818190","981819","0","1"
"FM","01","0","0032001911044","3","2020","09/03/2020","013041108073000","PT ANEKA WARNA INDAH",,"10909100","1090910","0","1"
"FM","01","0","0022073846013","3","2020","30/03/2020","014681381651000","PT OXYPLAST INDONESIA",,"8700000","870000","0","1"
"FM","01","0","0022064458856","3","2020","23/03/2020","023879968402000","CV SUVINDO SAKTI",,"30909384","3090938","0","1"
"FM","01","0","0032070567365","3","2020","24/03/2020","066254723033000","FERGUS WINATA / BINTANG ABADI",,"459091","45909","0","1"
"FM","01","0","0012021719033","3","2020","23/03/2020","026710558034000","PT BINAR BESTARI BUANA",,"11520000","1152000","0","1"
"FM","01","0","0002030143958","3","2020","24/03/2020","027513241039000","PT DIGITAL PRIMA IMAGING",,"16380000","1638000","0","1"
"FM","01","0","0002030143976","3","2020","24/03/2020","027513241039000","PT DIGITAL PRIMA IMAGING",,"28350000","2835000","0","1"
"FM","01","0","0002030143917","3","2020","23/03/2020","027513241039000","PT DIGITAL PRIMA IMAGING",,"54550000","5455000","0","1"
"FM","01","0","0002019450365","3","2020","20/03/2020","027962547062000","PT MULTI VISCOMINDO",,"20790000","2079000","0","1"
"FM","01","0","0002030143877","3","2020","20/03/2020","027513241039000","PT DIGITAL PRIMA IMAGING",,"213636364","21363636","0","1"
"FM","01","0","0032070567358","3","2020","19/03/2020","066254723033000","FERGUS WINATA / BINTANG ABADI",,"972727","97273","0","1"
"FM","01","0","0032066137814","3","2020","02/03/2020","013034558073000","PT WARGA DJAJA",,"1862300","186230","0","1"
"FM","01","0","0022073845888","3","2020","17/03/2020","014681381651000","PT OXYPLAST INDONESIA",,"4350000","435000","0","1"
"FM","01","0","0012021719029","3","2020","21/03/2020","026710558034000","PT BINAR BESTARI BUANA",,"11520000","1152000","0","1"
"FM","01","0","0012021719018","3","2020","19/03/2020","026710558034000","PT BINAR BESTARI BUANA",,"28800000","2880000","0","1"
"FM","01","0","0032037997832","3","2020","16/03/2020","019603844034000","PT GALA PERDANA AGUNG",,"2993750","299375","0","1"
"FM","01","0","0012033643924","3","2020","17/03/2020","010706570092000","PT COCA  COLA DISTRIBUTION INDONESIA",,"590909","59091","0","1"
"FM","01","0","0032080560647","3","2020","23/03/2020","916727134034000","CV SUNPACK SEJAHTERA ABADI",,"4560000","456000","0","1"
"FM","01","0","0002019450286","3","2020","18/03/2020","027962547062000","PT MULTI VISCOMINDO",,"2794000","279400","0","1"
"FM","01","0","0002019450183","3","2020","16/03/2020","027962547062000","PT MULTI VISCOMINDO",,"6096000","609600","0","1"
"FM","01","0","0002019450106","3","2020","13/03/2020","027962547062000","PT MULTI VISCOMINDO",,"3685500","368550","0","1"
"FM","01","0","0002019450087","3","2020","13/03/2020","027962547062000","PT MULTI VISCOMINDO",,"7555200","755520","0","1"
"FM","01","0","0032035690235","3","2020","10/03/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"3480000","348000","0","1"
"FM","01","0","0032035690609","3","2020","16/03/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"19440000","1944000","0","1"
"FM","01","0","0032035690393","3","2020","10/03/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"2131500","213150","0","1"
"FM","01","0","0032070567356","3","2020","17/03/2020","066254723033000","FERGUS WINATA / BINTANG ABADI",,"12359090","1235910","0","1"
"FM","01","0","0032063631909","3","2020","20/03/2020","026289280451000","PT GRAHA MITRA SEJATI",,"1916363","191636","0","1"
"FM","01","0","0032063631905","3","2020","14/03/2020","026289280451000","PT GRAHA MITRA SEJATI",,"1461818","146181","0","1"
"FM","01","0","0032063631904","3","2020","14/03/2020","026289280451000","PT GRAHA MITRA SEJATI",,"1500000","150000","0","1"
"FM","01","0","0032063631900","3","2020","10/03/2020","026289280451000","PT GRAHA MITRA SEJATI",,"1500000","150000","0","1"
"FM","01","0","0032063631899","3","2020","10/03/2020","026289280451000","PT GRAHA MITRA SEJATI",,"221454","22145","0","1"
"FM","01","0","0032063631910","3","2020","20/03/2020","026289280451000","PT GRAHA MITRA SEJATI",,"300000","30000","0","1"
"FM","01","0","0012033622220","3","2020","07/03/2020","010706570092000","PT COCA  COLA DISTRIBUTION INDONESIA",,"909091","90909","0","1"
"FM","01","0","0042037511360","3","2020","12/03/2020","018242768052000","PT AKZONOBEL WOOD FINISHES AND ADHESIVES  INDONESIA",,"13260000","1326000","0","1"
"FM","01","0","0012021719009","3","2020","18/03/2020","026710558034000","PT BINAR BESTARI BUANA",,"28800000","2880000","0","1"
"FM","01","0","0022073845849","3","2020","13/03/2020","014681381651000","PT OXYPLAST INDONESIA",,"4350000","435000","0","1"
"FM","01","0","0032001911313","3","2020","23/03/2020","013041108073000","PT ANEKA WARNA INDAH",,"1090909","109091","0","1"
"FM","01","0","0032001911139","3","2020","12/03/2020","013041108073000","PT ANEKA WARNA INDAH",,"3272727","327273","0","1"
"FM","01","0","0032001911082","3","2020","10/03/2020","013041108073000","PT ANEKA WARNA INDAH",,"1090910","109091","0","1"
"FM","01","0","0032035691139","3","2020","27/03/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"4320000","432000","0","1"
"FM","01","0","0032066138945","3","2020","31/03/2020","013034558073000","PT WARGA DJAJA",,"2234760","223476","0","1"
"FM","01","0","0032001911327","3","2020","24/03/2020","013041108073000","PT ANEKA WARNA INDAH",,"12045464","1204546","0","1"
"FM","01","0","0032035691277","3","2020","31/03/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"62984091","6298410","0","1"
"FM","01","0","0032035691111","3","2020","26/03/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"4539768","453977","0","1"
"FM","01","0","0032035691110","3","2020","26/03/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"2440200","244020","0","1"
"FM","01","0","0032035690889","3","2020","19/03/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"3702000","370200","0","1"
"FM","01","0","0032021988223","3","2020","30/03/2020","023629926402000","CV BAYU UTAMA",,"5670000","567000","0","1"
"FM","01","0","0002030144183","3","2020","24/03/2020","027513241039000","PT DIGITAL PRIMA IMAGING",,"3906000","390600","0","1"
"FM","01","0","0032079930384","3","2020","01/03/2020","032779969063000","PT   CYBERINDO PRIMATAMA",,"235000","23500","0","1"
"FM","01","1","0032001911198","4","2020","06/04/2020","013041108073000","PT ANEKA WARNA INDAH",,"6000000","600000","0","1"
"FM","01","0","0032095701886","4","2020","20/04/2020","819420043037000","PT SINAR TIMUR KERAMIK",,"3350000","335000","0","1"
"FM","01","0","0032076786159","4","2020","03/04/2020","020379095036000","PT BUANA JAYA PAPERINDO",,"8391819","839181","0","1"
"FM","01","0","0002019450842","4","2020","14/04/2020","027962547062000","PT MULTI VISCOMINDO",,"3648000","364800","0","1"
"FM","01","0","0042092191633","4","2020","16/04/2020","027915818044000","PT CAKRA ANUGERAH PERKASA",,"4375000","437500","0","1"
"FM","01","0","0042092191654","4","2020","20/04/2020","027915818044000","PT CAKRA ANUGERAH PERKASA",,"7875000","787500","0","1"
"FM","01","0","0002019450690","4","2020","02/04/2020","027962547062000","PT MULTI VISCOMINDO",,"3048000","304800","0","1"
"FM","01","0","0002019450884","4","2020","17/04/2020","027962547062000","PT MULTI VISCOMINDO",,"12827000","1282700","0","1"
"FM","01","0","0002019450923","4","2020","21/04/2020","027962547062000","PT MULTI VISCOMINDO",,"5454250","545425","0","1"
"FM","01","0","0042077087513","4","2020","21/04/2020","066254723033000","FERGUS WINATA / BINTANG ABADI",,"204545","20455","0","1"
"FM","01","0","0032004105199","4","2020","13/04/2020","801820150032000","CV MANDALA CITRA MANDIRI",,"630000","63000","0","1"
"FM","01","0","0032063631945","4","2020","25/04/2020","026289280451000","PT GRAHA MITRA SEJATI",,"3571428","357142","0","1"
"FM","01","0","0032035691765","4","2020","15/04/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"36963636","3696364","0","1"
"FM","01","0","0032035691617","4","2020","08/04/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"4931850","493185","0","1"
"FM","01","0","0032035691390","4","2020","02/04/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"4227920","422792","0","1"
"FM","01","0","0012033683739","4","2020","13/04/2020","010706570092000","PT COCA  COLA DISTRIBUTION INDONESIA",,"909091","90909","0","1"
"FM","01","0","0012033683741","4","2020","13/04/2020","010706570092000","PT COCA  COLA DISTRIBUTION INDONESIA",,"377273","37727","0","1"
"FM","01","0","0012033683740","4","2020","13/04/2020","010706570092000","PT COCA  COLA DISTRIBUTION INDONESIA",,"213636","21364","0","1"
"FM","01","0","0012039319669","4","2020","23/04/2020","013180328037000","PT ANEKA BARANG",,"410000","41000","0","1"
"FM","01","0","0032000933399","4","2020","09/04/2020","017745001415000","PT INDAHVARIA EKASELARAS",,"61850000","6185000","0","1"
"FM","01","0","0032035691459","4","2020","03/04/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"4655000","465500","0","1"
"FM","01","0","0032066139132","4","2020","03/04/2020","013034558073000","PT WARGA DJAJA",,"4727273","472727","0","1"
"FM","01","0","0032080001325","4","2020","17/04/2020","027474907031000","PT MITRA EXPRESS JAYAWARNA",,"22783091","2278309","0","1"
"FM","01","0","0032063631932","4","2020","03/04/2020","026289280451000","PT GRAHA MITRA SEJATI",,"211818","21181","0","1"
"FM","01","0","0032063631938","4","2020","11/04/2020","026289280451000","PT GRAHA MITRA SEJATI",,"447272","44727","0","1"
"FM","01","0","0032063631941","4","2020","18/04/2020","026289280451000","PT GRAHA MITRA SEJATI",,"3722726","372272","0","1"
"FM","01","0","0032000079593","4","2020","08/04/2020","020934360451000","PT KURNIA SAKTI",,"21300000","2130000","0","1"
"FM","01","0","0032035691464","4","2020","03/04/2020","015288806415000","PT CENTRAL SATRYAPERDANA.",,"2159090","215909","0","1"
"FM","01","0","0042063467321","4","2020","13/04/2020","023870306085000","PT INDO KREASI",,"15000000","1500000","0","1"
"FM","01","0","0032000725300","4","2020","01/04/2020","031652027026000","PT ANUGRAH KARUNIA PERKASA ABADI",,"1100000","110000","0","1"
"FM","01","1","0032001911292","4","2020","06/04/2020","013041108073000","PT ANEKA WARNA INDAH",,"19000000","1900000","0","1"
"FM","01","0","0042077087503","4","2020","03/04/2020","066254723033000","FERGUS WINATA / BINTANG ABADI",,"4845456","484544","0","1"
"FM","01","0","0032079930662","4","2020","01/04/2020","032779969063000","PT   CYBERINDO PRIMATAMA",,"235000","23500","0","1"
"FM","01","0","0012074726111","4","2020","28/04/2020","210914230432000","PT TUNAS CITRA PANDAWA",,"47963182","4796318","0","1"
"FM","01","0","0012074726110","4","2020","28/04/2020","210914230432000","PT TUNAS CITRA PANDAWA",,"106713636","10671364","0","1"
