"FM","KD_JENIS_TRANSAKSI","FG_PENGGANTI","NOMOR_FAKTUR","MASA_PAJAK","TAHUN_PAJAK","TANGGAL_FAKTUR","NPWP","NAMA","ALAMAT_LENGKAP","JUMLAH_DPP","JUMLAH_PPN","JUMLAH_PPNBM","IS_CREDITABLE"
"FM","01","0","0191786827684","9","2017","23/09/2017","015288806415000","PT CENTRAL SATRYAPERDANA.",,"205297","20529","0","1"
"FM","01","0","0181761341753","9","2017","25/09/2017","742081094033000","PT NAGA MAS METALINDO",,"2381818","238181","0","1"
"FM","01","0","0191743493208","9","2017","28/09/2017","026710558034000","PT BINAR BESTARI BUANA",,"7700000","770000","0","1"
"FM","01","0","0191768108451","9","2017","28/09/2017","021094263023000","CV TRIMITRA SURYA ABADI",,"1704000","170400","0","1"
"FM","01","0","0191780478863","9","2017","29/09/2017","027962547062000","PT MULTI VISCOMINDO",,"3069000","306900","0","1"
"FM","01","0","0191743493222","9","2017","30/09/2017","026710558034000","PT BINAR BESTARI BUANA",,"8140800","814080","0","1"
"FM","01","0","0201719601507","9","2017","26/09/2017","023629926402000","CV BAYU UTAMA",,"1998000","199800","0","1"
"FM","01","0","0201719602562","10","2017","23/10/2017","023629926402000","CV BAYU UTAMA",,"1998000","199800","0","1"
"FM","01","0","0191786829593","10","2017","31/10/2017","015288806415000","PT CENTRAL SATRYAPERDANA.",,"3257280","325728","0","1"
"FM","01","0","0201716306145","10","2017","24/10/2017","017745001415000","PT INDAHVARIA EKASELARAS",,"22110000","2211000","0","1"
"FM","01","0","0201761447735","10","2017","27/10/2017","015660905008000","PT TIRTAMULIA GEMILANG",,"3959091","395909","0","1"
"FM","01","0","0201754613167","10","2017","27/10/2017","022384614048000","PT WIRA MITRA GEMILANG",,"3163636","316364","0","1"
"FM","01","0","0191786828769","10","2017","14/10/2017","015288806415000","PT CENTRAL SATRYAPERDANA.",,"915813","91581","0","1"
"FM","01","0","0191786828997","10","2017","18/10/2017","015288806415000","PT CENTRAL SATRYAPERDANA.",,"2948214","294821","0","1"
"FM","01","0","0191779248638","10","2017","21/10/2017","022885974451000","PT KARYA MANDIRI GUNA",,"21945000","2194500","0","1"
"FM","01","0","0191743493397","10","2017","31/10/2017","026710558034000","PT BINAR BESTARI BUANA",,"1020800","102080","0","1"
"FM","01","0","0201716306117","10","2017","19/10/2017","017745001415000","PT INDAHVARIA EKASELARAS",,"50000000","5000000","0","1"
"FM","01","0","0201716306118","10","2017","19/10/2017","017745001415000","PT INDAHVARIA EKASELARAS",,"858500","85850","0","1"
"FM","01","0","0171740051355","10","2017","29/09/2017","013180328037000","PT ANEKA BARANG",,"840000","84000","0","1"
"FM","01","0","0171740051356","10","2017","30/09/2017","013180328037000","PT ANEKA BARANG",,"200000","20000","0","1"
"FM","01","0","0201754342805","10","2017","24/10/2017","013180328037000","PT ANEKA BARANG",,"1000000","100000","0","1"
"FM","01","0","0191780803682","10","2017","20/10/2017","739829067034000","PT JAYA KARYA STEELINDO",,"4725273","472527","0","1"
"FM","01","0","0191715344148","10","2017","25/10/2017","017815291041000","PT SIGMACO SAKSAMA IMAGE",,"1749520","174952","0","1"
"FM","01","0","0191743493373","10","2017","25/10/2017","026710558034000","PT BINAR BESTARI BUANA",,"14300000","1430000","0","1"
"FM","01","0","0181761341837","10","2017","24/10/2017","742081094033000","PT NAGA MAS METALINDO",,"490909","49090","0","1"
"FM","01","0","0191785958583","10","2017","02/10/2017","023053630085000","PT KINGWIE MITRASUKMA",,"2621093","262109","0","1"
"FM","01","0","0191740068512","10","2017","25/10/2017","013089883007000","PT LAUTAN BERLIAN UTAMA MOTOR",,"10445682","1044568","0","1"
"FM","01","0","0191743493261","10","2017","07/10/2017","026710558034000","PT BINAR BESTARI BUANA",,"8140800","814080","0","1"
"FM","01","0","0191743493269","10","2017","09/10/2017","026710558034000","PT BINAR BESTARI BUANA",,"6600000","660000","0","1"
"FM","01","0","0191743493291","10","2017","11/10/2017","026710558034000","PT BINAR BESTARI BUANA",,"20900000","2090000","0","1"
"FM","01","0","0191743493281","10","2017","10/10/2017","026710558034000","PT BINAR BESTARI BUANA",,"13200000","1320000","0","1"
"FM","01","0","0191787749992","10","2017","16/10/2017","010709970414000","PT THREE ROYAL LIONS INDUSTRIAL",,"16046300","1604630","0","1"
"FM","01","0","0191720818244","10","2017","13/10/2017","023415557038000","PT HOME CENTER INDONESIA",,"124568199","12456819","0","1"
"FM","01","0","0191766497761","10","2017","12/10/2017","013197348038000","PT SURYA PALACEJAYA",,"3986460","398646","0","1"
"FM","01","0","0191780479200","10","2017","12/10/2017","027962547062000","PT MULTI VISCOMINDO",,"6626250","662625","0","1"
"FM","01","0","0191766498300","10","2017","16/10/2017","013197348038000","PT SURYA PALACEJAYA",,"2281154","228115","0","1"
"FM","01","0","0191743493307","10","2017","16/10/2017","026710558034000","PT BINAR BESTARI BUANA",,"13200000","1320000","0","1"
"FM","01","0","0191740066932","10","2017","19/10/2017","013089883007000","PT LAUTAN BERLIAN UTAMA MOTOR",,"7099860","709986","0","1"
"FM","01","0","0191743493345","10","2017","20/10/2017","026710558034000","PT BINAR BESTARI BUANA",,"6600000","660000","0","1"
"FM","01","0","0191780479444","10","2017","21/10/2017","027962547062000","PT MULTI VISCOMINDO",,"3492500","349250","0","1"
"FM","01","0","0191727686472","10","2017","03/10/2017","016263147016000","PT ADEDANMAS",,"1394545455","139454545","0","1"
"FM","01","0","0191774750612","10","2017","12/10/2017","013288113046000","PT KREASI DASATAMA",,"3068500","306850","0","1"
"FM","01","0","0201779181309","11","2017","08/11/2017","801820150032000","CV MANDALA CITRA MANDIRI",,"12375000","1237500","0","1"
"FM","01","0","0191780803768","11","2017","03/11/2017","739829067034000","PT JAYA KARYA STEELINDO",,"1143636","114364","0","1"
"FM","01","0","0201743951184","11","2017","27/11/2017","015288806415000","PT CENTRAL SATRYAPERDANA.",,"1192200","119220","0","1"
"FM","01","0","0201743951017","11","2017","23/11/2017","015288806415000","PT CENTRAL SATRYAPERDANA.",,"837236","83723","0","1"
"FM","01","0","0201745464861","11","2017","08/11/2017","023629926402000","CV BAYU UTAMA",,"1890000","189000","0","1"
"FM","01","0","0201737611831","11","2017","29/11/2017","210914230432000","PT TUNAS CITRA PANDAWA",,"22431818","2243182","0","1"
"FM","01","0","0201737611812","11","2017","24/11/2017","210914230432000","PT TUNAS CITRA PANDAWA",,"32989091","3298909","0","1"
"FM","01","0","0201737611832","11","2017","29/11/2017","210914230432000","PT TUNAS CITRA PANDAWA",,"30363636","3036364","0","1"
"FM","01","0","0201731469220","11","2017","30/11/2017","014681381651000","PT OXYPLAST INDONESIA",,"10045000","1004500","0","1"
"FM","01","0","0201742094373","11","2017","28/11/2017","019556034039000","PT RODA HAMMERINDO JAYA",,"24000","2400","0","1"
"FM","01","0","0191785958720","11","2017","29/11/2017","023053630085000","PT KINGWIE MITRASUKMA",,"1280240","128024","0","1"
"FM","01","0","0191780803810","11","2017","09/11/2017","739829067034000","PT JAYA KARYA STEELINDO",,"504545","50455","0","1"
"FM","01","0","0191780803799","11","2017","09/11/2017","739829067034000","PT JAYA KARYA STEELINDO",,"4092727","409273","0","1"
"FM","01","0","0191780803798","11","2017","09/11/2017","739829067034000","PT JAYA KARYA STEELINDO",,"785091","78509","0","1"
"FM","01","0","0191785958690","11","2017","20/11/2017","023053630085000","PT KINGWIE MITRASUKMA",,"4818200","481820","0","1"
"FM","01","0","0201785563683","11","2017","16/11/2017","016596595038000","PT DUNIA SAFTINDO",,"1222000","122200","0","1"
"FM","01","0","0191757911793","11","2017","15/11/2017","016596595038000","PT DUNIA SAFTINDO",,"16100000","1610000","0","1"
"FM","01","0","0201754342872","11","2017","28/11/2017","013180328037000","PT ANEKA BARANG",,"445000","44500","0","1"
"FM","01","0","0201731469072","11","2017","16/11/2017","014681381651000","PT OXYPLAST INDONESIA",,"2490000","249000","0","1"
"FM","01","0","0181761341909","11","2017","25/11/2017","742081094033000","PT NAGA MAS METALINDO",,"1472727","147272","0","1"
"FM","01","0","0201721751547","11","2017","09/11/2017","019603844034000","PT GALA PERDANA AGUNG",,"2608500","260850","0","1"
"FM","01","0","0191780480267","11","2017","21/11/2017","027962547062000","PT MULTI VISCOMINDO",,"2090000","209000","0","1"
"FM","01","0","0201743950816","11","2017","17/11/2017","015288806415000","PT CENTRAL SATRYAPERDANA.",,"1194847","119484","0","1"
"FM","01","0","0201743950559","11","2017","10/11/2017","015288806415000","PT CENTRAL SATRYAPERDANA.",,"3245040","324504","0","1"
"FM","01","0","0201779181292","11","2017","06/11/2017","801820150032000","CV MANDALA CITRA MANDIRI",,"9000000","900000","0","1"
"FM","01","0","0201743950564","11","2017","10/11/2017","015288806415000","PT CENTRAL SATRYAPERDANA.",,"1064373","106437","0","1"
"FM","01","0","0201743950638","11","2017","14/11/2017","015288806415000","PT CENTRAL SATRYAPERDANA.",,"1064373","106437","0","1"
"FM","01","0","0201707243897","11","2017","27/10/2017","027513241039000","PT DIGITAL PRIMA IMAGING",,"423500","42350","0","1"
"FM","01","0","0181779575946","11","2017","23/11/2017","028855922034000","CV ARRON PACK DINAMITRA",,"4320000","432000","0","1"
"FM","01","0","0191780803772","11","2017","06/11/2017","739829067034000","PT JAYA KARYA STEELINDO",,"6136364","613636","0","1"
"FM","01","0","0181761341886","11","2017","15/11/2017","742081094033000","PT NAGA MAS METALINDO",,"1536363","153636","0","1"
"FM","01","0","0181761341892","11","2017","17/11/2017","742081094033000","PT NAGA MAS METALINDO",,"368181","36818","0","1"
"FM","01","0","0201707243925","11","2017","01/11/2017","027513241039000","PT DIGITAL PRIMA IMAGING",,"6618181","661818","0","1"
"FM","01","0","0201707243924","11","2017","01/11/2017","027513241039000","PT DIGITAL PRIMA IMAGING",,"6040000","604000","0","1"
"FM","01","0","0201731468986","11","2017","14/11/2017","014681381651000","PT OXYPLAST INDONESIA",,"830000","83000","0","1"
"FM","01","0","0191780803760","11","2017","03/11/2017","739829067034000","PT JAYA KARYA STEELINDO",,"28327864","2832786","0","1"
"FM","01","0","0191780803761","11","2017","03/11/2017","739829067034000","PT JAYA KARYA STEELINDO",,"7097273","709727","0","1"
"FM","01","0","0191743493487","11","2017","15/11/2017","026710558034000","PT BINAR BESTARI BUANA",,"20900000","2090000","0","1"
"FM","01","0","0201706916184","11","2017","13/11/2017","020934360451000","PT KURNIA SAKTI",,"14012500","1401250","0","1"
"FM","01","0","0191780479775","11","2017","04/11/2017","027962547062000","PT MULTI VISCOMINDO",,"1508100","150810","0","1"
"FM","01","0","0181761341862","11","2017","07/11/2017","742081094033000","PT NAGA MAS METALINDO",,"218181","21818","0","1"
"FM","01","0","0191794565861","11","2017","01/11/2017","031652027026000","PT ANUGRAH KARUNIA PERKASA ABADI",,"1100000","110000","0","1"
"FM","01","0","0191768108545","11","2017","02/11/2017","021094263023000","CV TRIMITRA SURYA ABADI",,"1995850","199585","0","1"
"FM","01","0","0191768108542","11","2017","06/11/2017","021094263023000","CV TRIMITRA SURYA ABADI",,"3051000","305100","0","1"
"FM","01","0","0201737611712","11","2017","03/11/2017","210914230432000","PT TUNAS CITRA PANDAWA",,"52372727","5237273","0","1"
"FM","01","0","0191743493436","11","2017","07/11/2017","026710558034000","PT BINAR BESTARI BUANA",,"14300000","1430000","0","1"
"FM","01","0","0201713319604","11","2017","04/11/2017","017999749033000","PT AGUNG PERDANA PERKASA",,"15527273","1552727","0","1"
"FM","01","0","0191785958616","11","2017","01/11/2017","023053630085000","PT KINGWIE MITRASUKMA",,"1799547","179954","0","1"
"FM","01","0","0191757911450","11","2017","02/11/2017","016596595038000","PT DUNIA SAFTINDO",,"16450000","1645000","0","1"
"FM","01","0","0201754342824","11","2017","03/11/2017","013180328037000","PT ANEKA BARANG",,"8500000","850000","0","1"
"FM","01","0","0191787750029","11","2017","02/11/2017","010709970414000","PT THREE ROYAL LIONS INDUSTRIAL",,"16159176","1615917","0","1"
"FM","01","0","0191743493404","11","2017","01/11/2017","026710558034000","PT BINAR BESTARI BUANA",,"6600000","660000","0","1"
"FM","01","0","0211712325629","12","2017","20/12/2017","022885974451000","PT KARYA MANDIRI GUNA",,"139650000","13965000","0","1"
"FM","01","0","0201788271817","12","2017","21/12/2017","018200469026000","PT MEGAH PITA INDONESIA",,"9280000","928000","0","1"
"FM","01","0","0201788898815","12","2017","21/12/2017","026710558034000","PT BINAR BESTARI BUANA",,"7700000","770000","0","1"
"FM","01","0","0191768108651","12","2017","21/12/2017","021094263023000","CV TRIMITRA SURYA ABADI",,"411400","41140","0","1"
"FM","01","0","0191768108633","12","2017","13/12/2017","021094263023000","CV TRIMITRA SURYA ABADI",,"1262250","126225","0","1"
"FM","01","0","0201788898791","12","2017","16/12/2017","026710558034000","PT BINAR BESTARI BUANA",,"6600000","660000","0","1"
"FM","01","0","0201781777418","12","2017","05/12/2017","027513241039000","PT DIGITAL PRIMA IMAGING",,"7560000","756000","0","1"
"FM","01","0","0201743951799","12","2017","08/12/2017","015288806415000","PT CENTRAL SATRYAPERDANA.",,"1195462","119546","0","1"
"FM","01","0","0201788271833","12","2017","27/12/2017","018200469026000","PT MEGAH PITA INDONESIA",,"4406000","440600","0","1"
"FM","01","0","0201788898842","12","2017","28/12/2017","026710558034000","PT BINAR BESTARI BUANA",,"13200000","1320000","0","1"
"FM","01","0","0211715859850","12","2017","23/12/2017","013180328037000","PT ANEKA BARANG",,"445000","44500","0","1"
"FM","01","0","0211715859852","12","2017","23/12/2017","013180328037000","PT ANEKA BARANG",,"9975000","997500","0","1"
"FM","01","0","0201755302248","12","2017","27/12/2017","013288113046000","PT KREASI DASATAMA",,"16250000","1625000","0","1"
"FM","01","0","0201779385931","12","2017","28/12/2017","018242768052000","PT AKZONOBEL WOOD FINISHES AND ADHESIVES  INDONESIA",,"2400000","240000","0","1"
"FM","01","0","0201731469467","12","2017","19/12/2017","014681381651000","PT OXYPLAST INDONESIA",,"4851000","485100","0","1"
"FM","01","0","0201743952307","12","2017","23/12/2017","015288806415000","PT CENTRAL SATRYAPERDANA.",,"398752","39875","0","1"
"FM","01","0","0201755302213","12","2017","21/12/2017","013288113046000","PT KREASI DASATAMA",,"2925000","292500","0","1"
"FM","01","0","0201755302229","12","2017","23/12/2017","013288113046000","PT KREASI DASATAMA",,"15435000","1543500","0","1"
"FM","01","0","0211703499377","12","2017","19/12/2017","739829067034000","PT JAYA KARYA STEELINDO",,"13131818","1313182","0","1"
"FM","01","0","0211703499376","12","2017","19/12/2017","739829067034000","PT JAYA KARYA STEELINDO",,"22271773","2227177","0","1"
"FM","01","0","0211703499395","12","2017","20/12/2017","739829067034000","PT JAYA KARYA STEELINDO",,"8674364","867436","0","1"
"FM","01","0","0201793835585","12","2017","22/12/2017","019603844034000","PT GALA PERDANA AGUNG",,"1304250","130425","0","1"
"FM","01","0","0201793835633","12","2017","27/12/2017","019603844034000","PT GALA PERDANA AGUNG",,"1633500","163350","0","1"
"FM","01","0","0201745509262","12","2017","13/12/2017","023629926402000","CV BAYU UTAMA",,"1053000","105300","0","1"
"FM","01","0","0211703499378","12","2017","19/12/2017","739829067034000","PT JAYA KARYA STEELINDO",,"14228182","1422818","0","1"
"FM","01","0","0191743493574","12","2017","02/12/2017","026710558034000","PT BINAR BESTARI BUANA",,"9900000","990000","0","1"
"FM","01","0","0181779575950","12","2017","05/12/2017","028855922034000","CV ARRON PACK DINAMITRA",,"4320000","432000","0","1"
"FM","01","0","0201755301908","12","2017","06/12/2017","013288113046000","PT KREASI DASATAMA",,"14700000","1470000","0","1"
"FM","01","0","0201772924884","12","2017","04/12/2017","031652027026000","PT ANUGRAH KARUNIA PERKASA ABADI",,"1100000","110000","0","1"
"FM","01","0","0201754342893","12","2017","11/12/2017","013180328037000","PT ANEKA BARANG",,"1000000","100000","0","1"
"FM","01","0","0191768108615","12","2017","06/12/2017","021094263023000","CV TRIMITRA SURYA ABADI",,"401125","40113","0","1"
"FM","01","0","0191780480628","12","2017","04/12/2017","027962547062000","PT MULTI VISCOMINDO",,"4495000","449500","0","1"
"FM","01","0","0201788898744","12","2017","07/12/2017","026710558034000","PT BINAR BESTARI BUANA",,"3062400","306240","0","1"
"FM","01","0","0191772638533","12","2017","12/12/2017","013092663038000","PT JUSTUS KIMIARAYA",,"3605000","360500","0","1"
"FM","01","0","0201798949115","12","2017","04/12/2017","313303505033000","PT PACIFIC JAYAMANDIRI",,"1767273","176727","0","1"
"FM","01","0","0211703499398","1","2018","19/12/2017","739829067034000","PT JAYA KARYA STEELINDO",,"218000","21800","0","1"
"FM","01","0","0001890231985","1","2018","22/01/2018","013092663038000","PT JUSTUS KIMIARAYA",,"632727","63272","0","1"
"FM","01","0","0011835002670","1","2018","18/01/2018","210914230432000","PT TUNAS CITRA PANDAWA",,"18554545","1855455","0","1"
"FM","01","0","0021815793078","1","2018","11/01/2018","013653738073000","PT CAHAYA BENTENG MAS",,"29445000","2944500","0","1"
"FM","01","0","0021815793319","1","2018","12/01/2018","013653738073000","PT CAHAYA BENTENG MAS",,"14400000","1440000","0","1"
"FM","01","0","0001876182413","1","2018","25/01/2018","013180328037000","PT ANEKA BARANG",,"23870000","2387000","0","1"
"FM","01","0","0021807860933","1","2018","10/01/2018","013034558073000","PT WARGA DJAJA",,"3386500","338650","0","1"
"FM","01","0","0011882736367","1","2018","26/01/2018","010709970414000","PT THREE ROYAL LIONS INDUSTRIAL",,"15834852","1583485","0","1"
"FM","01","0","0001876186553","1","2018","18/01/2018","027513241039000","PT DIGITAL PRIMA IMAGING",,"6930000","693000","0","1"
"FM","01","0","0021800934168","1","2018","20/01/2018","013288113046000","PT KREASI DASATAMA",,"29150000","2915000","0","1"
"FM","01","0","0011878363530","1","2018","26/01/2018","027962547062000","PT MULTI VISCOMINDO",,"1952500","195250","0","1"
"FM","01","0","0001862357903","1","2018","25/01/2018","026710558034000","PT BINAR BESTARI BUANA",,"6600000","660000","0","1"
"FM","01","0","0001876186758","1","2018","16/01/2018","027513241039000","PT DIGITAL PRIMA IMAGING",,"661500","66150","0","1"
"FM","01","0","0001876186535","1","2018","17/01/2018","027513241039000","PT DIGITAL PRIMA IMAGING",,"5525000","552500","0","1"
"FM","01","0","0011823067795","1","2018","22/01/2018","010612109062000","PT ADHIMIX PRECAST INDONESIA",,"27240000","2724000","0","1"
"FM","01","0","0021834300864","1","2018","23/01/2018","313303505033000","PT PACIFIC JAYAMANDIRI",,"24727273","2472727","0","1"
"FM","01","0","0021807861261","1","2018","25/01/2018","013034558073000","PT WARGA DJAJA",,"3386500","338650","0","1"
"FM","01","0","0021813474630","1","2018","16/01/2018","015288806415000","PT CENTRAL SATRYAPERDANA.",,"392107","39210","0","1"
"FM","01","0","0021828365788","1","2018","31/01/2018","023629926402000","CV BAYU UTAMA",,"6048000","604800","0","1"
"FM","01","0","0021817619606","1","2018","29/01/2018","022885974451000","PT KARYA MANDIRI GUNA",,"9975000","997500","0","1"
"FM","01","0","0011878363294","1","2018","17/01/2018","027962547062000","PT MULTI VISCOMINDO",,"13072428","1307243","0","1"
"FM","01","0","0001862357874","1","2018","18/01/2018","026710558034000","PT BINAR BESTARI BUANA",,"13200000","1320000","0","1"
"FM","01","0","0011810955384","1","2018","12/01/2018","018242768052000","PT AKZONOBEL WOOD FINISHES AND ADHESIVES  INDONESIA",,"3600000","360000","0","1"
"FM","01","0","0011810955383","1","2018","12/01/2018","018242768052000","PT AKZONOBEL WOOD FINISHES AND ADHESIVES  INDONESIA",,"12000000","1200000","0","1"
"FM","01","0","0001862357857","1","2018","16/01/2018","026710558034000","PT BINAR BESTARI BUANA",,"6600000","660000","0","1"
"FM","01","0","0001862357866","1","2018","17/01/2018","026710558034000","PT BINAR BESTARI BUANA",,"13200000","1320000","0","1"
"FM","01","0","0001890230267","1","2018","11/01/2018","013092663038000","PT JUSTUS KIMIARAYA",,"6639636","663963","0","1"
"FM","01","0","0011823071683","1","2018","08/01/2018","010612109062000","PT ADHIMIX PRECAST INDONESIA",,"2485000","248500","0","1"
"FM","01","0","0011823071682","1","2018","08/01/2018","010612109062000","PT ADHIMIX PRECAST INDONESIA",,"34790000","3479000","0","1"
"FM","01","0","0021800933847","1","2018","05/01/2018","013288113046000","PT KREASI DASATAMA",,"2275000","227500","0","1"
"FM","01","0","0001862357819","1","2018","09/01/2018","026710558034000","PT BINAR BESTARI BUANA",,"7700000","770000","0","1"
"FM","01","0","0021825319626","1","2018","03/01/2018","031652027026000","PT ANUGRAH KARUNIA PERKASA ABADI",,"1100000","110000","0","1"
"FM","01","0","0011835002618","1","2018","04/01/2018","210914230432000","PT TUNAS CITRA PANDAWA",,"37500000","3750000","0","1"
"FM","01","0","0021844838280","1","2018","26/01/2018","017999749033000","PT AGUNG PERDANA PERKASA",,"10722727","1072273","0","1"
"FM","01","0","0021844838278","1","2018","24/01/2018","017999749033000","PT AGUNG PERDANA PERKASA",,"226613637","22661363","0","1"
"FM","01","0","0001862358041","2","2018","24/02/2018","026710558034000","PT BINAR BESTARI BUANA",,"13200000","1320000","0","1"
"FM","01","0","0001862358037","2","2018","23/02/2018","026710558034000","PT BINAR BESTARI BUANA",,"4070400","407040","0","1"
"FM","01","0","0001862358063","2","2018","28/02/2018","026710558034000","PT BINAR BESTARI BUANA",,"13200000","1320000","0","1"
"FM","01","0","0021828365871","2","2018","24/02/2018","023629926402000","CV BAYU UTAMA",,"5040000","504000","0","1"
"FM","01","0","0021825714557","2","2018","21/02/2018","020934360451000","PT KURNIA SAKTI",,"11500000","1150000","0","1"
"FM","01","0","0021813476301","2","2018","22/02/2018","015288806415000","PT CENTRAL SATRYAPERDANA.",,"1995966","199596","0","1"
"FM","01","0","0001876187594","2","2018","23/02/2018","027513241039000","PT DIGITAL PRIMA IMAGING",,"3970914","397091","0","1"
"FM","01","0","0001876187549","2","2018","22/02/2018","027513241039000","PT DIGITAL PRIMA IMAGING",,"2905000","290500","0","1"
"FM","01","0","0001861277021","2","2018","26/02/2018","019603844034000","PT GALA PERDANA AGUNG",,"1866900","186690","0","1"
"FM","01","0","0001861277099","2","2018","27/02/2018","019603844034000","PT GALA PERDANA AGUNG",,"3467100","346710","0","1"
"FM","01","0","0001876187684","2","2018","26/02/2018","027513241039000","PT DIGITAL PRIMA IMAGING",,"240000","24000","0","1"
"FM","01","0","0001876187663","2","2018","26/02/2018","027513241039000","PT DIGITAL PRIMA IMAGING",,"9450000","945000","0","1"
"FM","01","0","0011880194115","2","2018","06/02/2018","017745001415000","PT INDAHVARIA EKASELARAS",,"23952500","2395250","0","1"
"FM","01","0","0011877970572","2","2018","26/02/2018","014681381651000","PT OXYPLAST INDONESIA",,"3320000","332000","0","1"
"FM","01","0","0021813476535","2","2018","27/02/2018","015288806415000","PT CENTRAL SATRYAPERDANA.",,"3987374","398737","0","1"
"FM","01","0","0021813476497","2","2018","23/02/2018","015288806415000","PT CENTRAL SATRYAPERDANA.",,"3987374","398737","0","1"
"FM","01","0","0021813476573","2","2018","27/02/2018","015288806415000","PT CENTRAL SATRYAPERDANA.",,"2008608","200860","0","1"
"FM","01","0","0001876187630","2","2018","23/02/2018","027513241039000","PT DIGITAL PRIMA IMAGING",,"500000","50000","0","1"
"FM","01","0","0001862358032","2","2018","22/02/2018","026710558034000","PT BINAR BESTARI BUANA",,"24750000","2475000","0","1"
"FM","01","0","0011877970416","2","2018","15/02/2018","014681381651000","PT OXYPLAST INDONESIA",,"830000","83000","0","1"
"FM","01","0","0011877970417","2","2018","15/02/2018","014681381651000","PT OXYPLAST INDONESIA",,"1880000","188000","0","1"
"FM","01","0","0001861276720","2","2018","20/02/2018","019603844034000","PT GALA PERDANA AGUNG",,"2625000","262500","0","1"
"FM","01","0","0021829561122","2","2018","20/02/2018","021094263023000","CV TRIMITRA SURYA ABADI",,"107200","10720","0","1"
"FM","01","0","0011893768434","2","2018","19/02/2018","742081094033000","PT NAGA MAS METALINDO",,"1298181","129818","0","1"
"FM","01","0","0011882736434","2","2018","27/02/2018","010709970414000","PT THREE ROYAL LIONS INDUSTRIAL",,"16247088","1624708","0","1"
"FM","01","0","0021813476081","2","2018","15/02/2018","015288806415000","PT CENTRAL SATRYAPERDANA.",,"797739","79773","0","1"
"FM","01","0","0021813475988","2","2018","14/02/2018","015288806415000","PT CENTRAL SATRYAPERDANA.",,"400545","40054","0","1"
"FM","01","0","0021813475987","2","2018","14/02/2018","015288806415000","PT CENTRAL SATRYAPERDANA.",,"3725891","372589","0","1"
"FM","01","0","0021818475761","2","2018","08/02/2018","023053630085000","PT KINGWIE MITRASUKMA",,"2563911","256391","0","1"
"FM","01","0","0001887190953","2","2018","23/02/2018","018200469026000","PT MEGAH PITA INDONESIA",,"8812000","881200","0","1"
"FM","01","0","0011877970315","2","2018","06/02/2018","014681381651000","PT OXYPLAST INDONESIA",,"1880000","188000","0","1"
"FM","01","0","0011877970204","2","2018","30/01/2018","014681381651000","PT OXYPLAST INDONESIA",,"4150000","415000","0","1"
"FM","01","0","0011877970115","2","2018","24/01/2018","014681381651000","PT OXYPLAST INDONESIA",,"4150000","415000","0","1"
"FM","01","0","0011835002805","2","2018","21/02/2018","210914230432000","PT TUNAS CITRA PANDAWA",,"37100000","3710000","0","1"
"FM","01","0","0021825714538","2","2018","06/02/2018","020934360451000","PT KURNIA SAKTI",,"7462500","746250","0","1"
"FM","01","0","0021805676661","2","2018","21/02/2018","026289280451000","PT GRAHA MITRA SEJATI",,"54813990","5481399","0","1"
"FM","01","0","0021805676660","2","2018","21/02/2018","026289280451000","PT GRAHA MITRA SEJATI",,"1650000","165000","0","1"
"FM","01","0","0021844838286","2","2018","01/02/2018","017999749033000","PT AGUNG PERDANA PERKASA",,"82568182","8256818","0","1"
"FM","01","0","0021844838285","2","2018","01/02/2018","017999749033000","PT AGUNG PERDANA PERKASA",,"260322728","26032272","0","1"
"FM","01","0","0011897997555","2","2018","14/02/2018","010711539058000","PT SGS INDONESIA",,"20550000","2055000","0","1"
"FM","01","0","0001876187345","2","2018","13/02/2018","027513241039000","PT DIGITAL PRIMA IMAGING",,"6300000","630000","0","1"
"FM","01","0","0011878364014","2","2018","14/02/2018","027962547062000","PT MULTI VISCOMINDO",,"4171200","417120","0","1"
"FM","01","0","0011878363971","2","2018","12/02/2018","027962547062000","PT MULTI VISCOMINDO",,"1911800","191180","0","1"
"FM","01","0","0011878363913","2","2018","09/02/2018","027962547062000","PT MULTI VISCOMINDO",,"1883750","188375","0","1"
"FM","01","0","0001876182441","2","2018","19/02/2018","013180328037000","PT ANEKA BARANG",,"790000","79000","0","1"
"FM","01","0","0021801175042","2","2018","06/02/2018","013041108073000","PT ANEKA WARNA INDAH",,"2454545","245455","0","1"
"FM","01","0","0021801175046","2","2018","02/02/2018","013041108073000","PT ANEKA WARNA INDAH",,"4363638","436364","0","1"
"FM","01","0","0021817619602","2","2018","05/02/2018","022885974451000","PT KARYA MANDIRI GUNA",,"99750000","9975000","0","1"
"FM","01","0","0001862357989","2","2018","09/02/2018","026710558034000","PT BINAR BESTARI BUANA",,"2035200","203520","0","1"
"FM","01","0","0001861275992","2","2018","02/02/2018","019603844034000","PT GALA PERDANA AGUNG",,"5445000","544500","0","1"
"FM","01","0","0001861276283","2","2018","08/02/2018","019603844034000","PT GALA PERDANA AGUNG",,"2625000","262500","0","1"
"FM","01","0","0001861275977","2","2018","02/02/2018","019603844034000","PT GALA PERDANA AGUNG",,"1312500","131250","0","1"
"FM","01","0","0011835002749","2","2018","07/02/2018","210914230432000","PT TUNAS CITRA PANDAWA",,"82932545","8293255","0","1"
"FM","01","0","0021825319770","2","2018","01/02/2018","031652027026000","PT ANUGRAH KARUNIA PERKASA ABADI",,"1100000","110000","0","1"
